at,delay,stddev,min_link_cap,max_link_cap,queue_capacity,hops,dropratio,route
14400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
14600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
14800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19800000,10000,0.00,29995359.90,99995360.00,100,3,0.00,1
20000000,10049,74.77,15809789.70,86423200.00,100,3,0.00,1
20200000,10113,85.07,18379384.50,88906400.00,100,3,0.00,1
20400000,10085,85.39,18379384.50,88951680.00,100,3,0.00,1
20600000,10023,46.80,18379384.50,88951680.00,100,3,0.00,1
20800000,10054,66.35,18424664.40,88951680.00,100,3,0.00,1
21000000,10072,73.05,18379384.50,88906400.00,100,3,0.00,1
21200000,10054,66.57,18379384.50,88951680.00,100,3,0.00,1
21400000,10092,90.39,18424664.40,88951680.00,100,3,0.00,1
21600000,10124,88.62,18379384.50,88906400.00,100,3,0.00,1
21800000,10044,54.29,18379384.50,88951680.00,100,3,0.00,1
22000000,10026,51.50,18379384.50,88951680.00,100,3,0.00,1
22200000,10062,70.77,18424664.40,88951680.00,100,3,0.00,1
22400000,10083,75.77,18379384.50,88906400.00,100,3,0.00,1
22600000,10062,70.62,18379384.50,88951680.00,100,3,0.00,1
22800000,10100,95.79,18424664.40,88951680.00,100,3,0.00,1
23000000,10085,85.39,18424664.40,88951680.00,100,3,0.00,1
23200000,10049,60.38,18379384.50,88951680.00,100,3,0.00,1
23400000,10031,55.56,18379384.50,88951680.00,100,3,0.00,1
23600000,10070,75.47,18424664.40,88951680.00,100,3,0.00,1
23800000,10093,78.49,18379384.50,88906400.00,100,3,0.00,1
24000000,10069,75.35,18379384.50,88951680.00,100,3,0.00,1
24200000,10108,101.31,18424664.40,88951680.00,100,3,0.00,1
24400000,10044,54.29,18424664.40,88951680.00,100,3,0.00,1
24600000,10054,66.35,18379384.50,88906400.00,100,3,0.00,1
24800000,10039,58.77,18379384.50,88951680.00,100,3,0.00,1
25000000,10077,80.40,18424664.40,88951680.00,100,3,0.00,1
25200000,10103,81.56,18379384.50,88906400.00,100,3,0.00,1
25400000,10077,80.27,18379384.50,88951680.00,100,3,0.00,1
25600000,10067,91.72,18424664.40,88951680.00,100,3,0.00,1
25800000,10049,60.38,18424664.40,88951680.00,100,3,0.00,1
26000000,10062,70.59,18379384.50,88906400.00,100,3,0.00,1
26200000,10047,62.46,18379384.50,88951680.00,100,3,0.00,1
26400000,10085,85.27,18424664.40,88951680.00,100,3,0.00,1
26600000,10113,85.07,18379384.50,88906400.00,100,3,0.00,1
26800000,10085,85.39,18379384.50,88951680.00,100,3,0.00,1
27000000,10023,46.80,18379384.50,88951680.00,100,3,0.00,1
27200000,10054,66.35,18424664.40,88951680.00,100,3,0.00,1
27400000,10072,73.05,18379384.50,88906400.00,100,3,0.00,1
27600000,10054,66.57,18379384.50,88951680.00,100,3,0.00,1
27800000,10092,90.39,18424664.40,88951680.00,100,3,0.00,1
28000000,10124,88.62,18379384.50,88906400.00,100,3,0.00,1
28200000,10044,54.29,18379384.50,88951680.00,100,3,0.00,1
28400000,10026,51.50,18379384.50,88951680.00,100,3,0.00,1
28600000,10062,70.77,18424664.40,88951680.00,100,3,0.00,1
28800000,10083,75.77,18379384.50,88906400.00,100,3,0.00,1
29000000,10062,70.62,18379384.50,88951680.00,100,3,0.00,1
29200000,10100,95.79,18424664.40,88951680.00,100,3,0.00,1
29400000,10085,85.39,18424664.40,88951680.00,100,3,0.00,1
29600000,10049,60.38,18379384.50,88951680.00,100,3,0.00,1
29800000,10031,55.56,18379384.50,88951680.00,100,3,0.00,1
30000000,10070,75.47,18424664.40,88951680.00,100,3,0.00,1
30200000,10093,78.49,18379384.50,88906400.00,100,3,0.00,1
30400000,10069,75.35,18379384.50,88951680.00,100,3,0.00,1
30600000,10108,101.31,18424664.40,88951680.00,100,3,0.00,1
30800000,10044,54.29,18424664.40,88951680.00,100,3,0.00,1
31000000,10054,66.35,18379384.50,88906400.00,100,3,0.00,1
31200000,10039,58.77,18379384.50,88951680.00,100,3,0.00,1
31400000,10077,80.40,18424664.40,88951680.00,100,3,0.00,1
31600000,10103,81.56,18379384.50,88906400.00,100,3,0.00,1
31800000,10077,80.27,18379384.50,88951680.00,100,3,0.00,1
32000000,10067,91.72,18424664.40,88951680.00,100,3,0.00,1
32200000,10049,60.38,18424664.40,88951680.00,100,3,0.00,1
32400000,10062,70.59,18379384.50,88906400.00,100,3,0.00,1
32600000,10047,62.46,18379384.50,88951680.00,100,3,0.00,1
32800000,10085,85.27,18424664.40,88951680.00,100,3,0.00,1
33000000,10113,85.07,18379384.50,88906400.00,100,3,0.00,1
33200000,10085,85.39,18379384.50,88951680.00,100,3,0.00,1
33400000,10023,46.80,18379384.50,88951680.00,100,3,0.00,1
33600000,10054,66.35,18424664.40,88951680.00,100,3,0.00,1
33800000,10072,73.05,18379384.50,88906400.00,100,3,0.00,1
34000000,10054,66.57,18379384.50,88951680.00,100,3,0.00,1
34200000,10092,90.39,18424664.40,88951680.00,100,3,0.00,1
34400000,10124,88.62,18379384.50,88906400.00,100,3,0.00,1
34600000,10044,54.29,18379384.50,88951680.00,100,3,0.00,1
34800000,10026,51.50,18379384.50,88951680.00,100,3,0.00,1
35000000,10062,70.77,18424664.40,88951680.00,100,3,0.00,1
35200000,10083,75.77,18379384.50,88906400.00,100,3,0.00,1
35400000,10062,70.62,18379384.50,88951680.00,100,3,0.00,1
35600000,10100,95.79,18424664.40,88951680.00,100,3,0.00,1
35800000,10085,85.39,18424664.40,88951680.00,100,3,0.00,1
36000000,10049,60.38,18379384.50,88951680.00,100,3,0.00,1
36200000,10031,55.56,18379384.50,88951680.00,100,3,0.00,1
36400000,10070,75.47,18424664.40,88951680.00,100,3,0.00,1
36600000,10093,78.49,18379384.50,88906400.00,100,3,0.00,1
36800000,10069,75.35,18379384.50,88951680.00,100,3,0.00,1
37000000,10108,101.31,18424664.40,88951680.00,100,3,0.00,1
37200000,10044,54.29,18424664.40,88951680.00,100,3,0.00,1
37400000,10054,66.35,18379384.50,88906400.00,100,3,0.00,1
37600000,10039,58.77,18379384.50,88951680.00,100,3,0.00,1
37800000,10077,80.40,18424664.40,88951680.00,100,3,0.00,1
38000000,10103,81.56,18379384.50,88906400.00,100,3,0.00,1
38200000,10077,80.27,18379384.50,88951680.00,100,3,0.00,1
38400000,10067,91.72,18424664.40,88951680.00,100,3,0.00,1
38600000,10049,60.38,18424664.40,88951680.00,100,3,0.00,1
38800000,10062,70.59,18379384.50,88906400.00,100,3,0.00,1
39000000,10047,62.46,18379384.50,88951680.00,100,3,0.00,1
39200000,10085,85.27,18424664.40,88951680.00,100,3,0.00,1
39400000,10113,85.07,18379384.50,88906400.00,100,3,0.00,1
39600000,10085,85.39,18379384.50,88951680.00,100,3,0.00,1
39800000,10023,46.80,18374744.40,88951680.00,100,3,0.00,1
40000000,11585,2980.60,4191253.80,88403040.00,89,3,0.00,1
40200000,10100,66.82,6804048.90,88379360.00,99,3,0.00,1
40400000,10067,57.49,6799728.90,88420320.00,100,3,0.00,1
40600000,10115,68.98,6804048.90,88424640.00,99,3,0.00,1
40800000,10139,70.77,6804048.90,88379360.00,99,3,0.00,1
41000000,10082,42.15,6804048.90,88424640.00,99,3,0.00,1
41200000,10074,60.64,6804048.90,88424640.00,99,3,0.00,1
41400000,10089,68.73,6804048.90,88424640.00,99,3,0.00,1
41600000,10088,70.77,6804048.90,88379360.00,99,3,0.00,1
41800000,10079,57.25,6804048.90,88424640.00,99,3,0.00,1
42000000,10128,68.98,6804048.90,88424640.00,99,3,0.00,1
42200000,10103,74.28,6804048.90,88424640.00,99,3,0.00,1
42400000,10092,46.99,6804048.90,88424640.00,99,3,0.00,1
42600000,10081,66.99,6804048.90,88424640.00,99,3,0.00,1
42800000,10077,68.98,6804048.90,88424640.00,99,3,0.00,1
43000000,10101,70.51,6804048.90,88379360.00,99,3,0.00,1
43200000,10092,57.49,6804048.90,88424640.00,99,3,0.00,1
43400000,10141,68.98,6804048.90,88424640.00,99,3,0.00,1
43600000,10064,53.00,6804048.90,88424640.00,99,3,0.00,1
43800000,10102,51.97,6804048.90,88379360.00,99,3,0.00,1
44000000,10066,66.62,6804048.90,88424640.00,99,3,0.00,1
44200000,10090,68.98,6804048.90,88424640.00,99,3,0.00,1
44400000,10113,70.60,6804048.90,88379360.00,99,3,0.00,1
44600000,10105,57.49,6804048.90,88424640.00,99,3,0.00,1
44800000,10105,74.05,6804048.90,88424640.00,99,3,0.00,1
45000000,10072,59.00,6804048.90,88424640.00,99,3,0.00,1
45200000,10112,57.10,6804048.90,88379360.00,99,3,0.00,1
45400000,10054,57.49,6804048.90,88424640.00,99,3,0.00,1
45600000,10103,68.87,6804048.90,88424640.00,99,3,0.00,1
45800000,10126,70.77,6804048.90,88379360.00,99,3,0.00,1
46000000,10118,57.49,6804048.90,88424640.00,99,3,0.00,1
46200000,10066,54.61,6804048.90,88424640.00,100,3,0.00,1
46400000,10079,65.20,6804048.90,88424640.00,99,3,0.00,1
46600000,10100,66.82,6804048.90,88379360.00,99,3,0.00,1
46800000,10067,57.49,6804048.90,88424640.00,99,3,0.00,1
47000000,10115,68.98,6804048.90,88424640.00,99,3,0.00,1
47200000,10139,70.77,6804048.90,88379360.00,99,3,0.00,1
47400000,10082,42.15,6804048.90,88424640.00,99,3,0.00,1
47600000,10074,60.64,6804048.90,88424640.00,100,3,0.00,1
47800000,10089,68.73,6804048.90,88424640.00,99,3,0.00,1
48000000,10088,70.77,6804048.90,88379360.00,99,3,0.00,1
48200000,10079,57.25,6804048.90,88424640.00,99,3,0.00,1
48400000,10128,68.98,6804048.90,88424640.00,99,3,0.00,1
48600000,10103,74.28,6804048.90,88424640.00,99,3,0.00,1
48800000,10092,46.99,6804048.90,88424640.00,99,3,0.00,1
49000000,10081,66.99,6804048.90,88424640.00,100,3,0.00,1
49200000,10077,68.98,6804048.90,88424640.00,99,3,0.00,1
49400000,10101,70.51,6804048.90,88379360.00,99,3,0.00,1
49600000,10092,57.49,6804048.90,88424640.00,99,3,0.00,1
49800000,10141,68.98,6804048.90,88424640.00,99,3,0.00,1
50000000,10064,53.00,6804048.90,88424640.00,99,3,0.00,1
50200000,10102,51.97,6804048.90,88379360.00,99,3,0.00,1
50400000,10066,66.62,6799728.90,88420320.00,100,3,0.00,1
50600000,10090,68.98,6804048.90,88424640.00,99,3,0.00,1
50800000,10113,70.60,6804048.90,88379360.00,99,3,0.00,1
51000000,10105,57.49,6804048.90,88424640.00,99,3,0.00,1
51200000,10105,74.05,6804048.90,88424640.00,99,3,0.00,1
51400000,10072,59.00,6804048.90,88424640.00,99,3,0.00,1
51600000,10112,57.10,6804048.90,88379360.00,99,3,0.00,1
51800000,10054,57.49,6799728.90,88420320.00,100,3,0.00,1
52000000,10103,68.87,6804048.90,88424640.00,99,3,0.00,1
52200000,10126,70.77,6804048.90,88379360.00,99,3,0.00,1
52400000,10118,57.49,6804048.90,88424640.00,99,3,0.00,1
52600000,10066,54.61,6804048.90,88424640.00,99,3,0.00,1
52800000,10079,65.20,6804048.90,88424640.00,99,3,0.00,1
53000000,10100,66.82,6804048.90,88379360.00,99,3,0.00,1
53200000,10067,57.49,6799728.90,88420320.00,100,3,0.00,1
53400000,10115,68.98,6804048.90,88424640.00,99,3,0.00,1
53600000,10139,70.77,6804048.90,88379360.00,99,3,0.00,1
53800000,10082,42.15,6804048.90,88424640.00,99,3,0.00,1
54000000,10074,60.64,6804048.90,88424640.00,99,3,0.00,1
54200000,10089,68.73,6804048.90,88424640.00,99,3,0.00,1
54400000,10088,70.77,6804048.90,88379360.00,99,3,0.00,1
54600000,10079,57.25,6804048.90,88424640.00,99,3,0.00,1
54800000,10128,68.98,6804048.90,88424640.00,99,3,0.00,1
55000000,10103,74.28,6804048.90,88424640.00,99,3,0.00,1
55200000,10092,46.99,6804048.90,88424640.00,99,3,0.00,1
55400000,10081,66.99,6804048.90,88424640.00,99,3,0.00,1
55600000,10077,68.98,6804048.90,88424640.00,99,3,0.00,1
55800000,10101,70.51,6804048.90,88379360.00,99,3,0.00,1
56000000,10092,57.49,6804048.90,88424640.00,99,3,0.00,1
56200000,10141,68.98,6804048.90,88424640.00,99,3,0.00,1
56400000,10064,53.00,6804048.90,88424640.00,99,3,0.00,1
56600000,10102,51.97,6804048.90,88379360.00,99,3,0.00,1
56800000,10066,66.62,6804048.90,88424640.00,99,3,0.00,1
57000000,10090,68.98,6804048.90,88424640.00,99,3,0.00,1
57200000,10113,70.60,6804048.90,88379360.00,99,3,0.00,1
57400000,10105,57.49,6804048.90,88424640.00,99,3,0.00,1
57600000,10105,74.05,6804048.90,88424640.00,99,3,0.00,1
57800000,10072,59.00,6804048.90,88424640.00,99,3,0.00,1
58000000,10112,57.10,6804048.90,88379360.00,99,3,0.00,1
58200000,10054,57.49,6804048.90,88424640.00,99,3,0.00,1
58400000,10103,68.87,6804048.90,88424640.00,99,3,0.00,1
58600000,10126,70.77,6804048.90,88379360.00,99,3,0.00,1
58800000,10118,57.49,6804048.90,88424640.00,99,3,0.00,1
59000000,10066,54.61,6804048.90,88424640.00,100,3,0.00,1
59200000,10079,65.20,6804048.90,88424640.00,99,3,0.00,1
59400000,10100,66.82,6804048.90,88379360.00,99,3,0.00,1
59600000,10067,57.49,6804048.90,88424640.00,99,3,0.00,1
59800000,10115,68.98,6804048.90,88424640.00,99,3,0.00,1
60000000,10139,70.77,6804048.90,88379360.00,99,3,0.00,1
60200000,10082,42.15,6804048.90,88424640.00,99,3,0.00,1
60400000,10074,60.64,6804048.90,88424640.00,100,3,0.00,1
60600000,10089,68.73,6804048.90,88424640.00,99,3,0.00,1
60800000,10088,70.77,6804048.90,88379360.00,99,3,0.00,1
61000000,10079,57.25,6804048.90,88424640.00,99,3,0.00,1
61200000,10128,68.98,6804048.90,88424640.00,99,3,0.00,1
61400000,10103,74.28,6804048.90,88424640.00,99,3,0.00,1
61600000,10092,46.99,6804048.90,88424640.00,99,3,0.00,1
61800000,10081,66.99,6804048.90,88424640.00,100,3,0.00,1
62000000,10077,68.98,6804048.90,88424640.00,99,3,0.00,1
62200000,10101,70.51,6804048.90,88379360.00,99,3,0.00,1
62400000,10092,57.49,6804048.90,88424640.00,99,3,0.00,1
62600000,10141,68.98,6804048.90,88424640.00,99,3,0.00,1
62800000,10064,53.00,6804048.90,88424640.00,99,3,0.00,1
63000000,10102,51.97,6804048.90,88379360.00,99,3,0.00,1
63200000,10066,66.62,6799728.90,88420320.00,100,3,0.00,1
63400000,10090,68.98,6804048.90,88424640.00,99,3,0.00,1
63600000,10113,70.60,6804048.90,88379360.00,99,3,0.00,1
63800000,10105,57.49,6804048.90,88424640.00,99,3,0.00,1
64000000,10105,74.05,6804048.90,88424640.00,99,3,0.00,1
64200000,10072,59.00,6804048.90,88424640.00,99,3,0.00,1
64400000,10112,57.10,6804048.90,88379360.00,99,3,0.00,1
64600000,10054,57.49,6799728.90,88420320.00,100,3,0.00,1
64800000,10103,68.87,6804048.90,88424640.00,99,3,0.00,1
65000000,10126,70.77,6804048.90,88379360.00,99,3,0.00,1
65200000,10118,57.49,6804048.90,88424640.00,99,3,0.00,1
65400000,10066,54.61,6804048.90,88424640.00,99,3,0.00,1
65600000,10079,65.20,6804048.90,88424640.00,99,3,0.00,1
65800000,10100,66.82,6804048.90,88379360.00,99,3,0.00,1
66000000,10067,57.49,6799728.90,88420320.00,100,3,0.00,1
66200000,10115,68.98,6804048.90,88424640.00,99,3,0.00,1
66400000,10139,70.77,6804048.90,88379360.00,99,3,0.00,1
66600000,10082,42.15,6804048.90,88424640.00,99,3,0.00,1
66800000,10074,60.64,6804048.90,88424640.00,99,3,0.00,1
67000000,10089,68.73,6804048.90,88424640.00,99,3,0.00,1
67200000,10088,70.77,6804048.90,88379360.00,99,3,0.00,1
67400000,10079,57.25,6804048.90,88424640.00,99,3,0.00,1
67600000,10128,68.98,6804048.90,88424640.00,99,3,0.00,1
67800000,10103,74.28,6804048.90,88424640.00,99,3,0.00,1
68000000,10092,46.99,6804048.90,88424640.00,99,3,0.00,1
68200000,10081,66.99,6804048.90,88424640.00,99,3,0.00,1
68400000,10077,68.98,6804048.90,88424640.00,99,3,0.00,1
68600000,10101,70.51,6804048.90,88379360.00,99,3,0.00,1
68800000,10092,57.49,6804048.90,88424640.00,99,3,0.00,1
69000000,10141,68.98,6804048.90,88424640.00,99,3,0.00,1
69200000,10064,53.00,6804048.90,88424640.00,99,3,0.00,1
69400000,10102,51.97,6804048.90,88379360.00,99,3,0.00,1
69600000,10066,66.62,6804048.90,88424640.00,99,3,0.00,1
69800000,10090,68.98,6804048.90,88424640.00,99,3,0.00,1
70000000,10113,70.60,6804048.90,88379360.00,99,3,0.00,1
70200000,10105,57.49,6804048.90,88424640.00,99,3,0.00,1
70400000,10105,74.05,6804048.90,88424640.00,99,3,0.00,1
70600000,10072,59.00,6804048.90,88424640.00,99,3,0.00,1
70800000,10112,57.10,6804048.90,88379360.00,99,3,0.00,1
71000000,10054,57.49,6804048.90,88424640.00,99,3,0.00,1
71200000,10103,68.87,6804048.90,88424640.00,99,3,0.00,1
71400000,10126,70.77,6804048.90,88379360.00,99,3,0.00,1
71600000,10118,57.49,6804048.90,88424640.00,99,3,0.00,1
71800000,10066,54.61,6804048.90,88424640.00,100,3,0.00,1
72000000,10079,65.20,6804048.90,88424640.00,99,3,0.00,1
72200000,10100,66.82,6804048.90,88379360.00,99,3,0.00,1
72400000,10067,57.49,6804048.90,88424640.00,99,3,0.00,1
72600000,10115,68.98,6804048.90,88424640.00,99,3,0.00,1
72800000,10139,70.77,6804048.90,88379360.00,99,3,0.00,1
73000000,10082,42.15,6804048.90,88424640.00,99,3,0.00,1
73200000,10074,60.64,6804048.90,88424640.00,100,3,0.00,1
73400000,10089,68.73,6804048.90,88424640.00,99,3,0.00,1
73600000,10088,70.77,6804048.90,88379360.00,99,3,0.00,1
73800000,10079,57.25,6804048.90,88424640.00,99,3,0.00,1
74000000,10128,68.98,6804048.90,88424640.00,99,3,0.00,1
74200000,10103,74.28,6804048.90,88424640.00,99,3,0.00,1
74400000,10092,46.99,6804048.90,88424640.00,99,3,0.00,1
74600000,10081,66.99,6804048.90,88424640.00,100,3,0.00,1
74800000,10077,68.98,6804048.90,88424640.00,99,3,0.00,1
75000000,10101,70.51,6804048.90,88379360.00,99,3,0.00,1
75200000,10092,57.49,6804048.90,88424640.00,99,3,0.00,1
75400000,10141,68.98,6804048.90,88424640.00,99,3,0.00,1
75600000,10064,53.00,6804048.90,88424640.00,99,3,0.00,1
75800000,10102,51.97,6804048.90,88379360.00,99,3,0.00,1
76000000,10066,66.62,6799728.90,88420320.00,100,3,0.00,1
76200000,10090,68.98,6804048.90,88424640.00,99,3,0.00,1
76400000,10113,70.60,6804048.90,88379360.00,99,3,0.00,1
76600000,10105,57.49,6804048.90,88424640.00,99,3,0.00,1
76800000,10105,74.05,6804048.90,88424640.00,99,3,0.00,1
77000000,10072,59.00,6804048.90,88424640.00,99,3,0.00,1
77200000,10112,57.10,6804048.90,88379360.00,99,3,0.00,1
77400000,10054,57.49,6799728.90,88420320.00,100,3,0.00,1
77600000,10103,68.87,6804048.90,88424640.00,99,3,0.00,1
77800000,10126,70.77,6804048.90,88379360.00,99,3,0.00,1
78000000,10118,57.49,6804048.90,88424640.00,99,3,0.00,1
78200000,10066,54.61,6804048.90,88424640.00,99,3,0.00,1
78400000,10079,65.20,6804048.90,88424640.00,99,3,0.00,1
78600000,10100,66.82,6804048.90,88379360.00,99,3,0.00,1
78800000,10067,57.49,6799728.90,88420320.00,100,3,0.00,1
79000000,10115,68.98,6804048.90,88424640.00,99,3,0.00,1
79200000,10139,70.77,6804048.90,88379360.00,99,3,0.00,1
79400000,10082,42.15,6804048.90,88424640.00,99,3,0.00,1
79600000,10074,60.64,6804048.90,88424640.00,99,3,0.00,1
79800000,10087,71.55,6890288.70,88424640.00,99,3,0.00,1
80000000,10083,75.77,18379384.50,88906400.00,100,3,0.00,1
80200000,10062,70.62,18379384.50,88951680.00,100,3,0.00,1
80400000,10100,95.79,18424664.40,88951680.00,100,3,0.00,1
80600000,10085,85.39,18424664.40,88951680.00,100,3,0.00,1
80800000,10049,60.38,18379384.50,88951680.00,100,3,0.00,1
81000000,10031,55.56,18379384.50,88951680.00,100,3,0.00,1
81200000,10070,75.47,18424664.40,88951680.00,100,3,0.00,1
81400000,10093,78.49,18379384.50,88906400.00,100,3,0.00,1
81600000,10069,75.35,18379384.50,88951680.00,100,3,0.00,1
81800000,10108,101.31,18424664.40,88951680.00,100,3,0.00,1
82000000,10044,54.29,18424664.40,88951680.00,100,3,0.00,1
82200000,10054,66.35,18379384.50,88906400.00,100,3,0.00,1
82400000,10039,58.77,18379384.50,88951680.00,100,3,0.00,1
82600000,10077,80.40,18424664.40,88951680.00,100,3,0.00,1
82800000,10103,81.56,18379384.50,88906400.00,100,3,0.00,1
83000000,10077,80.27,18379384.50,88951680.00,100,3,0.00,1
83200000,10067,91.72,18424664.40,88951680.00,100,3,0.00,1
83400000,10049,60.38,18424664.40,88951680.00,100,3,0.00,1
83600000,10062,70.59,18379384.50,88906400.00,100,3,0.00,1
83800000,10047,62.46,18379384.50,88951680.00,100,3,0.00,1
84000000,10085,85.27,18424664.40,88951680.00,100,3,0.00,1
