at,delay,stddev,min_link_cap,max_link_cap,queue_capacity,hops,dropratio,route
14400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
14600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
14800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
15800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
16800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
17800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
18800000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19000000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19200000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19400000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19600000,10000,0.00,30000000.00,100000000.00,100,3,0.00,1
19800000,10010,20.00,29913280.20,99913280.00,100,3,0.00,1
20000000,10091,89.57,19420184.40,89420160.00,100,3,0.00,1
20200000,10122,87.82,19376824.50,89376800.00,100,3,0.00,1
20400000,10043,52.82,19376824.50,89420160.00,100,3,0.00,1
20600000,10025,50.80,19376824.50,89420160.00,100,3,0.00,1
20800000,10061,70.07,19420184.40,89420160.00,100,3,0.00,1
21000000,10081,74.96,19376824.50,89376800.00,100,3,0.00,1
21200000,10060,69.96,19376824.50,89420160.00,100,3,0.00,1
21400000,10099,94.95,19420184.40,89420160.00,100,3,0.00,1
21600000,10083,84.21,19420184.40,89420160.00,100,3,0.00,1
21800000,10048,59.18,19376824.50,89420160.00,100,3,0.00,1
22000000,10030,55.00,19376824.50,89420160.00,100,3,0.00,1
22200000,10068,74.47,19420184.40,89420160.00,100,3,0.00,1
22400000,10091,78.03,19376824.50,89376800.00,100,3,0.00,1
22600000,10068,74.61,19376824.50,89420160.00,100,3,0.00,1
22800000,10107,100.21,19420184.40,89420160.00,100,3,0.00,1
23000000,10043,52.82,19420184.40,89420160.00,100,3,0.00,1
23200000,10053,65.53,19376824.50,89376800.00,100,3,0.00,1
23400000,10038,58.24,19376824.50,89420160.00,100,3,0.00,1
23600000,10076,79.24,19420184.40,89420160.00,100,3,0.00,1
23800000,10101,81.18,19376824.50,89376800.00,100,3,0.00,1
24000000,10076,79.50,19376824.50,89420160.00,100,3,0.00,1
24200000,10066,90.40,19420184.40,89420160.00,100,3,0.00,1
24400000,10048,59.18,19420184.40,89420160.00,100,3,0.00,1
24600000,10061,70.07,19376824.50,89376800.00,100,3,0.00,1
24800000,10045,61.50,19376824.50,89420160.00,100,3,0.00,1
25000000,10083,84.33,19420184.40,89420160.00,100,3,0.00,1
25200000,10112,84.53,19376824.50,89376800.00,100,3,0.00,1
25400000,10083,84.21,19376824.50,89420160.00,100,3,0.00,1
25600000,10022,45.61,19376824.50,89420160.00,100,3,0.00,1
25800000,10053,65.53,19420184.40,89420160.00,100,3,0.00,1
26000000,10071,72.39,19376824.50,89376800.00,100,3,0.00,1
26200000,10053,65.59,19376824.50,89420160.00,100,3,0.00,1
26400000,10091,89.57,19420184.40,89420160.00,100,3,0.00,1
26600000,10122,87.82,19376824.50,89376800.00,100,3,0.00,1
26800000,10043,52.82,19376824.50,89420160.00,100,3,0.00,1
27000000,10025,50.80,19376824.50,89420160.00,100,3,0.00,1
27200000,10061,70.07,19420184.40,89420160.00,100,3,0.00,1
27400000,10081,74.96,19376824.50,89376800.00,100,3,0.00,1
27600000,10060,69.96,19376824.50,89420160.00,100,3,0.00,1
27800000,10099,94.95,19420184.40,89420160.00,100,3,0.00,1
28000000,10083,84.21,19420184.40,89420160.00,100,3,0.00,1
28200000,10048,59.18,19376824.50,89420160.00,100,3,0.00,1
28400000,10030,55.00,19376824.50,89420160.00,100,3,0.00,1
28600000,10068,74.47,19420184.40,89420160.00,100,3,0.00,1
28800000,10091,78.03,19376824.50,89376800.00,100,3,0.00,1
29000000,10068,74.61,19376824.50,89420160.00,100,3,0.00,1
29200000,10107,100.21,19420184.40,89420160.00,100,3,0.00,1
29400000,10043,52.82,19420184.40,89420160.00,100,3,0.00,1
29600000,10053,65.53,19376824.50,89376800.00,100,3,0.00,1
29800000,10038,58.24,19376824.50,89420160.00,100,3,0.00,1
30000000,10076,79.24,19420184.40,89420160.00,100,3,0.00,1
30200000,10101,81.18,19376824.50,89376800.00,100,3,0.00,1
30400000,10076,79.50,19376824.50,89420160.00,100,3,0.00,1
30600000,10066,90.40,19420184.40,89420160.00,100,3,0.00,1
30800000,10048,59.18,19420184.40,89420160.00,100,3,0.00,1
31000000,10061,70.07,19376824.50,89376800.00,100,3,0.00,1
31200000,10045,61.50,19376824.50,89420160.00,100,3,0.00,1
31400000,10083,84.33,19420184.40,89420160.00,100,3,0.00,1
31600000,10112,84.53,19376824.50,89376800.00,100,3,0.00,1
31800000,10083,84.21,19376824.50,89420160.00,100,3,0.00,1
32000000,10022,45.61,19376824.50,89420160.00,100,3,0.00,1
32200000,10053,65.53,19420184.40,89420160.00,100,3,0.00,1
32400000,10071,72.39,19376824.50,89376800.00,100,3,0.00,1
32600000,10053,65.59,19376824.50,89420160.00,100,3,0.00,1
32800000,10091,89.57,19420184.40,89420160.00,100,3,0.00,1
33000000,10122,87.82,19376824.50,89376800.00,100,3,0.00,1
33200000,10043,52.82,19376824.50,89420160.00,100,3,0.00,1
33400000,10025,50.80,19376824.50,89420160.00,100,3,0.00,1
33600000,10061,70.07,19420184.40,89420160.00,100,3,0.00,1
33800000,10081,74.96,19376824.50,89376800.00,100,3,0.00,1
34000000,10060,69.96,19376824.50,89420160.00,100,3,0.00,1
34200000,10099,94.95,19420184.40,89420160.00,100,3,0.00,1
34400000,10083,84.21,19420184.40,89420160.00,100,3,0.00,1
34600000,10048,59.18,19376824.50,89420160.00,100,3,0.00,1
34800000,10030,55.00,19376824.50,89420160.00,100,3,0.00,1
35000000,10068,74.47,19420184.40,89420160.00,100,3,0.00,1
35200000,10091,78.03,19376824.50,89376800.00,100,3,0.00,1
35400000,10068,74.61,19376824.50,89420160.00,100,3,0.00,1
35600000,10107,100.21,19420184.40,89420160.00,100,3,0.00,1
35800000,10043,52.82,19420184.40,89420160.00,100,3,0.00,1
36000000,10053,65.53,19376824.50,89376800.00,100,3,0.00,1
36200000,10038,58.24,19376824.50,89420160.00,100,3,0.00,1
36400000,10076,79.24,19420184.40,89420160.00,100,3,0.00,1
36600000,10101,81.18,19376824.50,89376800.00,100,3,0.00,1
36800000,10076,79.50,19376824.50,89420160.00,100,3,0.00,1
37000000,10066,90.40,19420184.40,89420160.00,100,3,0.00,1
37200000,10048,59.18,19420184.40,89420160.00,100,3,0.00,1
37400000,10061,70.07,19376824.50,89376800.00,100,3,0.00,1
37600000,10045,61.50,19376824.50,89420160.00,100,3,0.00,1
37800000,10083,84.33,19420184.40,89420160.00,100,3,0.00,1
38000000,10112,84.53,19376824.50,89376800.00,100,3,0.00,1
38200000,10083,84.21,19376824.50,89420160.00,100,3,0.00,1
38400000,10022,45.61,19376824.50,89420160.00,100,3,0.00,1
38600000,10053,65.53,19420184.40,89420160.00,100,3,0.00,1
38800000,10071,72.39,19376824.50,89376800.00,100,3,0.00,1
39000000,10053,65.59,19376824.50,89420160.00,100,3,0.00,1
39200000,10091,89.57,19420184.40,89420160.00,100,3,0.00,1
39400000,10122,87.82,19376824.50,89376800.00,100,3,0.00,1
39600000,10043,52.82,19376824.50,89420160.00,100,3,0.00,1
39800000,10045,56.26,19333464.60,89420160.00,100,3,0.00,1
40000000,10081,67.54,8797008.90,89420160.00,99,3,0.00,1
40200000,10121,63.52,8797008.90,89376800.00,99,3,0.00,1
40400000,10108,75.51,8797008.90,89420160.00,99,3,0.00,1
40600000,10136,78.02,8797008.90,89420160.00,99,3,0.00,1
40800000,10136,89.47,8840368.80,89420160.00,99,3,0.00,1
41000000,10121,87.40,8797008.90,89420160.00,100,3,0.00,1
41200000,10070,59.07,8797008.90,89420160.00,99,3,0.00,1
41400000,10088,73.60,8797008.90,89420160.00,99,3,0.00,1
41600000,10134,64.23,8797008.90,89376800.00,99,3,0.00,1
41800000,10120,75.77,8797008.90,89420160.00,99,3,0.00,1
42000000,10149,77.81,8797008.90,89420160.00,99,3,0.00,1
42200000,10098,94.29,8797008.90,89420160.00,100,3,0.00,1
42400000,10111,74.23,8797008.90,89376800.00,99,3,0.00,1
42600000,10078,65.30,8797008.90,89420160.00,99,3,0.00,1
42800000,10098,77.13,8797008.90,89420160.00,99,3,0.00,1
43000000,10146,64.60,8797008.90,89376800.00,99,3,0.00,1
43200000,10133,75.77,8797008.90,89420160.00,99,3,0.00,1
43400000,10113,87.60,8797008.90,89420160.00,99,3,0.00,1
43600000,10106,99.60,8797008.90,89420160.00,100,3,0.00,1
43800000,10101,53.98,8797008.90,89376800.00,99,3,0.00,1
44000000,10086,71.33,8797008.90,89420160.00,99,3,0.00,1
44200000,10110,77.76,8797008.90,89420160.00,99,3,0.00,1
44400000,10159,64.60,8797008.90,89376800.00,99,3,0.00,1
44600000,10146,75.55,8797008.90,89420160.00,99,3,0.00,1
44800000,10075,78.73,8797008.90,89420160.00,100,3,0.00,1
45000000,10093,86.93,8797008.90,89420160.00,99,3,0.00,1
45200000,10111,58.70,8797008.90,89376800.00,99,3,0.00,1
45400000,10095,74.89,8797008.90,89420160.00,99,3,0.00,1
45600000,10123,78.02,8797008.90,89420160.00,99,3,0.00,1
45800000,10172,64.42,8797008.90,89376800.00,99,3,0.00,1
46000000,10111,84.02,8797008.90,89420160.00,100,3,0.00,1
46200000,10083,83.79,8797008.90,89420160.00,100,3,0.00,1
46400000,10081,67.54,8797008.90,89420160.00,99,3,0.00,1
46600000,10121,63.52,8797008.90,89376800.00,99,3,0.00,1
46800000,10108,75.51,8797008.90,89420160.00,99,3,0.00,1
47000000,10136,78.02,8797008.90,89420160.00,99,3,0.00,1
47200000,10136,89.47,8840368.80,89420160.00,99,3,0.00,1
47400000,10121,87.40,8797008.90,89420160.00,100,3,0.00,1
47600000,10070,59.07,8797008.90,89420160.00,99,3,0.00,1
47800000,10088,73.60,8797008.90,89420160.00,99,3,0.00,1
48000000,10134,64.23,8797008.90,89376800.00,99,3,0.00,1
48200000,10120,75.77,8797008.90,89420160.00,99,3,0.00,1
48400000,10149,77.81,8797008.90,89420160.00,99,3,0.00,1
48600000,10098,94.29,8797008.90,89420160.00,100,3,0.00,1
48800000,10111,74.23,8797008.90,89376800.00,99,3,0.00,1
49000000,10078,65.30,8797008.90,89420160.00,99,3,0.00,1
49200000,10098,77.13,8797008.90,89420160.00,99,3,0.00,1
49400000,10146,64.60,8797008.90,89376800.00,99,3,0.00,1
49600000,10133,75.77,8797008.90,89420160.00,99,3,0.00,1
49800000,10113,87.60,8797008.90,89420160.00,99,3,0.00,1
50000000,10106,99.60,8797008.90,89420160.00,100,3,0.00,1
50200000,10101,53.98,8797008.90,89376800.00,99,3,0.00,1
50400000,10086,71.33,8797008.90,89420160.00,99,3,0.00,1
50600000,10110,77.76,8797008.90,89420160.00,99,3,0.00,1
50800000,10159,64.60,8797008.90,89376800.00,99,3,0.00,1
51000000,10146,75.55,8797008.90,89420160.00,99,3,0.00,1
51200000,10075,78.73,8797008.90,89420160.00,100,3,0.00,1
51400000,10093,86.93,8797008.90,89420160.00,99,3,0.00,1
51600000,10111,58.70,8797008.90,89376800.00,99,3,0.00,1
51800000,10095,74.89,8797008.90,89420160.00,99,3,0.00,1
52000000,10123,78.02,8797008.90,89420160.00,99,3,0.00,1
52200000,10172,64.42,8797008.90,89376800.00,99,3,0.00,1
52400000,10111,84.02,8797008.90,89420160.00,100,3,0.00,1
52600000,10083,83.79,8797008.90,89420160.00,100,3,0.00,1
52800000,10081,67.54,8797008.90,89420160.00,99,3,0.00,1
53000000,10121,63.52,8797008.90,89376800.00,99,3,0.00,1
53200000,10108,75.51,8797008.90,89420160.00,99,3,0.00,1
53400000,10136,78.02,8797008.90,89420160.00,99,3,0.00,1
53600000,10136,89.47,8840368.80,89420160.00,99,3,0.00,1
53800000,10121,87.40,8797008.90,89420160.00,100,3,0.00,1
54000000,10070,59.07,8797008.90,89420160.00,99,3,0.00,1
54200000,10088,73.60,8797008.90,89420160.00,99,3,0.00,1
54400000,10134,64.23,8797008.90,89376800.00,99,3,0.00,1
54600000,10120,75.77,8797008.90,89420160.00,99,3,0.00,1
54800000,10149,77.81,8797008.90,89420160.00,99,3,0.00,1
55000000,10098,94.29,8797008.90,89420160.00,100,3,0.00,1
55200000,10111,74.23,8797008.90,89376800.00,99,3,0.00,1
55400000,10078,65.30,8797008.90,89420160.00,99,3,0.00,1
55600000,10098,77.13,8797008.90,89420160.00,99,3,0.00,1
55800000,10146,64.60,8797008.90,89376800.00,99,3,0.00,1
56000000,10133,75.77,8797008.90,89420160.00,99,3,0.00,1
56200000,10113,87.60,8797008.90,89420160.00,99,3,0.00,1
56400000,10106,99.60,8797008.90,89420160.00,100,3,0.00,1
56600000,10101,53.98,8797008.90,89376800.00,99,3,0.00,1
56800000,10086,71.33,8797008.90,89420160.00,99,3,0.00,1
57000000,10110,77.76,8797008.90,89420160.00,99,3,0.00,1
57200000,10159,64.60,8797008.90,89376800.00,99,3,0.00,1
57400000,10146,75.55,8797008.90,89420160.00,99,3,0.00,1
57600000,10075,78.73,8797008.90,89420160.00,100,3,0.00,1
57800000,10093,86.93,8797008.90,89420160.00,99,3,0.00,1
58000000,10111,58.70,8797008.90,89376800.00,99,3,0.00,1
58200000,10095,74.89,8797008.90,89420160.00,99,3,0.00,1
58400000,10123,78.02,8797008.90,89420160.00,99,3,0.00,1
58600000,10172,64.42,8797008.90,89376800.00,99,3,0.00,1
58800000,10111,84.02,8797008.90,89420160.00,100,3,0.00,1
59000000,10083,83.79,8797008.90,89420160.00,100,3,0.00,1
59200000,10081,67.54,8797008.90,89420160.00,99,3,0.00,1
59400000,10121,63.52,8797008.90,89376800.00,99,3,0.00,1
59600000,10108,75.51,8797008.90,89420160.00,99,3,0.00,1
59800000,10136,78.02,8797008.90,89420160.00,99,3,0.00,1
60000000,10136,89.47,8840368.80,89420160.00,99,3,0.00,1
60200000,10121,87.40,8797008.90,89420160.00,100,3,0.00,1
60400000,10070,59.07,8797008.90,89420160.00,99,3,0.00,1
60600000,10088,73.60,8797008.90,89420160.00,99,3,0.00,1
60800000,10134,64.23,8797008.90,89376800.00,99,3,0.00,1
61000000,10120,75.77,8797008.90,89420160.00,99,3,0.00,1
61200000,10149,77.81,8797008.90,89420160.00,99,3,0.00,1
61400000,10098,94.29,8797008.90,89420160.00,100,3,0.00,1
61600000,10111,74.23,8797008.90,89376800.00,99,3,0.00,1
61800000,10078,65.30,8797008.90,89420160.00,99,3,0.00,1
62000000,10098,77.13,8797008.90,89420160.00,99,3,0.00,1
62200000,10146,64.60,8797008.90,89376800.00,99,3,0.00,1
62400000,10133,75.77,8797008.90,89420160.00,99,3,0.00,1
62600000,10113,87.60,8797008.90,89420160.00,99,3,0.00,1
62800000,10106,99.60,8797008.90,89420160.00,100,3,0.00,1
63000000,10101,53.98,8797008.90,89376800.00,99,3,0.00,1
63200000,10086,71.33,8797008.90,89420160.00,99,3,0.00,1
63400000,10110,77.76,8797008.90,89420160.00,99,3,0.00,1
63600000,10159,64.60,8797008.90,89376800.00,99,3,0.00,1
63800000,10146,75.55,8797008.90,89420160.00,99,3,0.00,1
64000000,10075,78.73,8797008.90,89420160.00,100,3,0.00,1
64200000,10093,86.93,8797008.90,89420160.00,99,3,0.00,1
64400000,10111,58.70,8797008.90,89376800.00,99,3,0.00,1
64600000,10095,74.89,8797008.90,89420160.00,99,3,0.00,1
64800000,10123,78.02,8797008.90,89420160.00,99,3,0.00,1
65000000,10172,64.42,8797008.90,89376800.00,99,3,0.00,1
65200000,10111,84.02,8797008.90,89420160.00,100,3,0.00,1
65400000,10083,83.79,8797008.90,89420160.00,100,3,0.00,1
65600000,10081,67.54,8797008.90,89420160.00,99,3,0.00,1
65800000,10121,63.52,8797008.90,89376800.00,99,3,0.00,1
66000000,10108,75.51,8797008.90,89420160.00,99,3,0.00,1
66200000,10136,78.02,8797008.90,89420160.00,99,3,0.00,1
66400000,10136,89.47,8840368.80,89420160.00,99,3,0.00,1
66600000,10121,87.40,8797008.90,89420160.00,100,3,0.00,1
66800000,10070,59.07,8797008.90,89420160.00,99,3,0.00,1
67000000,10088,73.60,8797008.90,89420160.00,99,3,0.00,1
67200000,10134,64.23,8797008.90,89376800.00,99,3,0.00,1
67400000,10120,75.77,8797008.90,89420160.00,99,3,0.00,1
67600000,10149,77.81,8797008.90,89420160.00,99,3,0.00,1
67800000,10098,94.29,8797008.90,89420160.00,100,3,0.00,1
68000000,10111,74.23,8797008.90,89376800.00,99,3,0.00,1
68200000,10078,65.30,8797008.90,89420160.00,99,3,0.00,1
68400000,10098,77.13,8797008.90,89420160.00,99,3,0.00,1
68600000,10146,64.60,8797008.90,89376800.00,99,3,0.00,1
68800000,10133,75.77,8797008.90,89420160.00,99,3,0.00,1
69000000,10113,87.60,8797008.90,89420160.00,99,3,0.00,1
69200000,10106,99.60,8797008.90,89420160.00,100,3,0.00,1
69400000,10101,53.98,8797008.90,89376800.00,99,3,0.00,1
69600000,10086,71.33,8797008.90,89420160.00,99,3,0.00,1
69800000,10110,77.76,8797008.90,89420160.00,99,3,0.00,1
70000000,10159,64.60,8797008.90,89376800.00,99,3,0.00,1
70200000,10146,75.55,8797008.90,89420160.00,99,3,0.00,1
70400000,10075,78.73,8797008.90,89420160.00,100,3,0.00,1
70600000,10093,86.93,8797008.90,89420160.00,99,3,0.00,1
70800000,10111,58.70,8797008.90,89376800.00,99,3,0.00,1
71000000,10095,74.89,8797008.90,89420160.00,99,3,0.00,1
71200000,10123,78.02,8797008.90,89420160.00,99,3,0.00,1
71400000,10172,64.42,8797008.90,89376800.00,99,3,0.00,1
71600000,10111,84.02,8797008.90,89420160.00,100,3,0.00,1
71800000,10083,83.79,8797008.90,89420160.00,100,3,0.00,1
72000000,10081,67.54,8797008.90,89420160.00,99,3,0.00,1
72200000,10121,63.52,8797008.90,89376800.00,99,3,0.00,1
72400000,10108,75.51,8797008.90,89420160.00,99,3,0.00,1
72600000,10136,78.02,8797008.90,89420160.00,99,3,0.00,1
72800000,10136,89.47,8840368.80,89420160.00,99,3,0.00,1
73000000,10121,87.40,8797008.90,89420160.00,100,3,0.00,1
73200000,10070,59.07,8797008.90,89420160.00,99,3,0.00,1
73400000,10088,73.60,8797008.90,89420160.00,99,3,0.00,1
73600000,10134,64.23,8797008.90,89376800.00,99,3,0.00,1
73800000,10120,75.77,8797008.90,89420160.00,99,3,0.00,1
74000000,10149,77.81,8797008.90,89420160.00,99,3,0.00,1
74200000,10098,94.29,8797008.90,89420160.00,100,3,0.00,1
74400000,10111,74.23,8797008.90,89376800.00,99,3,0.00,1
74600000,10078,65.30,8797008.90,89420160.00,99,3,0.00,1
74800000,10098,77.13,8797008.90,89420160.00,99,3,0.00,1
75000000,10146,64.60,8797008.90,89376800.00,99,3,0.00,1
75200000,10133,75.77,8797008.90,89420160.00,99,3,0.00,1
75400000,10113,87.60,8797008.90,89420160.00,99,3,0.00,1
75600000,10106,99.60,8797008.90,89420160.00,100,3,0.00,1
75800000,10101,53.98,8797008.90,89376800.00,99,3,0.00,1
76000000,10086,71.33,8797008.90,89420160.00,99,3,0.00,1
76200000,10110,77.76,8797008.90,89420160.00,99,3,0.00,1
76400000,10159,64.60,8797008.90,89376800.00,99,3,0.00,1
76600000,10146,75.55,8797008.90,89420160.00,99,3,0.00,1
76800000,10075,78.73,8797008.90,89420160.00,100,3,0.00,1
77000000,10093,86.93,8797008.90,89420160.00,99,3,0.00,1
77200000,10111,58.70,8797008.90,89376800.00,99,3,0.00,1
77400000,10095,74.89,8797008.90,89420160.00,99,3,0.00,1
77600000,10123,78.02,8797008.90,89420160.00,99,3,0.00,1
77800000,10172,64.42,8797008.90,89376800.00,99,3,0.00,1
78000000,10111,84.02,8797008.90,89420160.00,100,3,0.00,1
78200000,10083,83.79,8797008.90,89420160.00,100,3,0.00,1
78400000,10081,67.54,8797008.90,89420160.00,99,3,0.00,1
78600000,10121,63.52,8797008.90,89376800.00,99,3,0.00,1
78800000,10108,75.51,8797008.90,89420160.00,99,3,0.00,1
79000000,10136,78.02,8797008.90,89420160.00,99,3,0.00,1
79200000,10136,89.47,8840368.80,89420160.00,99,3,0.00,1
79400000,10121,87.40,8797008.90,89420160.00,100,3,0.00,1
79600000,10070,59.07,8797008.90,89420160.00,99,3,0.00,1
79800000,10088,73.60,8883728.70,89420160.00,99,3,0.00,1
80000000,10091,78.03,19376824.50,89376800.00,100,3,0.00,1
80200000,10068,74.61,19376824.50,89420160.00,100,3,0.00,1
80400000,10107,100.21,19420184.40,89420160.00,100,3,0.00,1
80600000,10043,52.82,19420184.40,89420160.00,100,3,0.00,1
80800000,10053,65.53,19376824.50,89376800.00,100,3,0.00,1
81000000,10038,58.24,19376824.50,89420160.00,100,3,0.00,1
81200000,10076,79.24,19420184.40,89420160.00,100,3,0.00,1
81400000,10101,81.18,19376824.50,89376800.00,100,3,0.00,1
81600000,10076,79.50,19376824.50,89420160.00,100,3,0.00,1
81800000,10066,90.40,19420184.40,89420160.00,100,3,0.00,1
82000000,10048,59.18,19420184.40,89420160.00,100,3,0.00,1
82200000,10061,70.07,19376824.50,89376800.00,100,3,0.00,1
82400000,10045,61.50,19376824.50,89420160.00,100,3,0.00,1
82600000,10083,84.33,19420184.40,89420160.00,100,3,0.00,1
82800000,10112,84.53,19376824.50,89376800.00,100,3,0.00,1
83000000,10083,84.21,19376824.50,89420160.00,100,3,0.00,1
83200000,10022,45.61,19376824.50,89420160.00,100,3,0.00,1
83400000,10053,65.53,19420184.40,89420160.00,100,3,0.00,1
83600000,10071,72.39,19376824.50,89376800.00,100,3,0.00,1
83800000,10053,65.59,19376824.50,89420160.00,100,3,0.00,1
84000000,10091,89.57,19420184.40,89420160.00,100,3,0.00,1
84200000,10122,87.82,19376824.50,89376800.00,100,3,0.00,1
